Quantify Compound Summary Report 

Printed Tue Aug 20 12:15:31 2019

Compound 1:  PFBA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	2.741	4429	bb	10278	3.05		1:20		1.51	770	9.831	1.506	0.668	25.204	26233	2.517	3.082			Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	3.067	2	db	1			1:44		0.64	3	7.993	-0.649	-0.253	26.568	12	2.855	3.205			Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	2.744	3682	bb	10831	2.41		1:21		1.17	276	9.651	0.134	0.109	22.018	22738	2.541	2.984			Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	2.735	3809	bb	10898	2.47		1:21		1.00	592	10.190	3.199	0.287	30.454	22304	2.345	3.125			Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	2.719	4	bb	1			1:44		1.30	6	11.061	-0.389	0.081	22.103	23	2.575	2.910			Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	2.738	3759	bb	10970	2.43		1:22		1.06	213	9.401	0.150	0.141	21.709	23873	2.532	2.959			Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	2.744	3919	bb	10791	2.57		1:22		1.49	724	9.687	1.193	0.545	24.671	23603	2.532	3.063			Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	3.402	3	db	1			1:44		1.42	4	9.802	-0.568	0.071	20.449	19	3.266	3.596			Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	2.732	5383	bb	14319	5.31		1:23		1.43	145	9.762	0.667	0.398	23.986	33042	2.538	3.011			Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	2.732	5516	bb	14281	5.46		1:23		1.60	344	9.621	1.021	0.489	24.181	34102	2.541	3.039			Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	3.353	5	bd	1			1:44		0.73	9	7.245	0.130	-0.207	17.590	42	3.181	3.478			Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	2.726	6485	bb	14465	6.33		1:24		1.45	437	9.761	0.709	0.366	23.871	39669	2.529	3.014			Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	2.717	6055	bb	14263	5.99		1:24		1.12	608	9.745	0.191	0.067	22.461	37083	2.504	2.956			Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	2.732	5	bb	2			1:44		0.78	11	7.987	-0.015	-0.229	20.621	39	2.544	2.879			Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	2.729	6010	bb	13829	6.14		1:25		1.67	784	9.474	1.550	0.735	25.373	37265	2.532	3.057			Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	2.738	5884	bb	13371	6.21		1:25		1.62	431	9.867	1.512	0.676	25.820	35473	2.532	3.073			Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	1.982	3	bd	2			1:44		0.63	2	12.052	-0.819	-0.190	42.073	8	1.584	2.237			Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	2.750	1941	bb	9448	1.46		1:26		1.51	111	9.704	0.336	0.326	23.160	11594	2.563	3.036			Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	2.762	2007	bb	8929	1.60		1:26		0.75	379	9.662	0.811	-0.171	22.655	12398	2.458	2.993			Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	2.507	3	bd	2			1:44		1.35	2	7.396	0.035	0.342	21.870	21	2.363	2.704			Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	2.732	42434	bb	8882	33.67		1:16		1.02	15304	11.108	0.453	-0.100	39.087	153247	2.212	3.260			Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	2.719	42970	bb	8896	34.04		1:16		0.89	755	11.232	-0.005	-0.241	38.382	155837	2.203	3.177			Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	2.735	23	bb	1			1:44		1.44	54	7.350	0.473	0.225	19.023	188	2.591	2.944			Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	2.741	1849	bb	8754	1.50		1:27		1.06	111	9.938	0.251	0.181	22.839	11145	2.513	2.984			Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	2.759	2026	bb	8881	1.62		1:27		1.08	295	9.379	1.716	0.357	26.319	12363	2.461	3.082			Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	1.189	4	bb	1			1:44		1.58	4	8.496	-0.820	0.111	39.582	14	0.951	1.568			Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	2.759	2119	bb	8612	1.75		1:28		1.59	1406	9.778	0.654	0.408	22.820	12824	2.566	3.070			Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	2.747	1889	bb	8666	1.55		1:28		1.20	169	9.809	0.196	0.147	22.333	11434	2.535	3.002			Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	3.058	6	bb	1			1:44		0.54	7	7.347	0.899	-0.754	22.509	52	2.809	3.193			Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	2.729	3920	bb	9174	3.02		1:29		1.16	184	9.914	1.528	0.314	25.205	23648	2.455	3.048			Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	2.744	3806	bb	9134	2.95		1:29		1.24	572	9.520	0.593	0.355	23.346	23553	2.532	3.008			Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	1.705	2	dd	1			1:44		1.29	1	8.876	-0.999	-0.038	25.039	8	1.545	1.912			Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	2.728	3354	MM	9754	2.44		1:30		1.15	323	9.648	1.394	0.184	25.306	20471	2.458	3.039			Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	2.726	4065	bb	9754	2.95		1:30		1.07	304	9.548	2.804	0.346	28.810	24255	2.369	3.106			Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	1.810	5	bb	5			1:44		2.33	5	9.367	-0.454	0.594	37.275	26	1.627	2.240			Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	2.732	3607	bb	9381	2.72		1:31		1.26	537	9.565	0.619	0.290	24.000	21817	2.510	3.011			Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	2.729	3680	bb	9303	2.80		1:31		1.38	296	9.901	1.113	0.373	23.679	22484	2.507	3.036			Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	3.490	7	bb	1			1:44		2.99	6	11.148	0.655	0.529	21.492	46	3.352	3.907			Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	2.716	4961	bb	14699	4.77		1:32		1.54	313	9.850	1.299	0.576	26.733	29823	2.504	3.045			Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	2.713	5808	bb	14306	5.73		1:32		2.16	255	9.607	3.429	1.376	30.153	35482	2.517	3.140			Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	1.486	1	bb	3			1:44		1.16	2	9.067	-0.895	0.066	18.683	8	1.357	1.638			Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	2.713	6149	bb	13701	6.34		1:33		1.17	732	9.354	0.208	0.145	22.283	38561	2.513	2.950			Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	2.710	5935	bb	13578	6.17		1:33		1.27	342	9.293	0.367	0.203	22.212	37708	2.514	2.962			Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	3.291	2	db	1			1:44		2.78	2	9.190	-0.570	0.496	23.157	9	3.217	3.500			Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	2.713	19874	bb	8793	15.94		1:34		1.22	446	10.735	0.119	0.218	23.533	109756	2.449	3.036			Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	2.716	20302	bb	8366	17.11		1:34		1.67	3012	10.591	1.129	0.424	24.245	112106	2.443	3.174			Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	2.698	1	bd	1			1:44		0.80	3	6.829	-0.650	-0.141	17.092	12	2.575	2.796			Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	2.713	4142	bb	9362	3.13		1:15		0.73	410	9.673	-0.198	-0.352	38.434	15478	2.193	3.094			Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	2.692	4133	bb	9086	3.22		1:15		0.63	224	12.684	-0.274	-0.328	38.727	14127	2.150	3.033			Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	1.021	1	bb	1			1:44		1.01	1	8.124	-0.932	0.077	34.290	5	0.771	1.275			Analyte

Compound 4:  M5PFPeA-13C5

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	2.757	10358	MM		8.06	-19.4	1:15	10.000	0.57	265	3.119	-0.423	-0.537	36.225	48508	2.360	2.981		80.6	Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	2.741	10669	MM		8.30	-17.0	1:15	10.000	0.46	73	2.721	-0.477	-0.496	37.392	43611	2.311	2.938		83.0	Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	2.704	1	bb		0.00		1:44		2.89	4	1.576	0.256	0.784	6.103	37	2.683	2.772			Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	2.732	8464	bb		6.59	-34.1	1:17	10.000	1.67	593	4.426	-0.161	0.324	15.259	73484	2.597	2.959		65.9	Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	2.766	8634	bb		6.72	-32.8	1:17	10.000	1.04	134	9.387	-0.202	0.137	15.042	70581	2.588	2.953		67.2	Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	3.377	1	bb		0.00		1:44		1.12	2	1.410	-0.603	-0.122	7.679	19	3.325	3.439			Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	2.760	9275	bb		7.22	-27.8	1:18	10.000	1.62	704	4.657	0.146	0.304	15.414	76958	2.606	3.009		72.2	Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	2.754	9346	bb		7.27	-27.3	1:18	10.000	1.47	521	4.742	-0.260	0.226	15.089	77572	2.603	2.975		72.7	Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	0.818	1	bb		0.00		1:44		1.90	2	1.873	-0.626	0.333	5.506	14	0.783	0.888			Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	2.757	10383	bb		8.08	-19.2	1:19	10.000	1.38	1677	4.618	0.260	0.387	15.457	90191	2.609	2.962		80.8	Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	2.735	9968	bb		7.76	-22.4	1:19	10.000	1.55	463	5.267	0.064	0.320	15.443	83297	2.588	2.966		77.6	Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	2.711	1	bb		0.00		1:44		1.03	6	1.470	-0.289	0.025	3.500	52	2.686	2.738			Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	2.717	10103	bb		7.86	-21.4	1:20	10.000	1.63	184	8.231	0.039	0.310	15.374	87368	2.575	2.950		78.6	Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	2.729	10278	bb		8.00	-20.0	1:20	10.000	1.46	140	7.249	0.019	0.277	15.648	80129	2.572	2.959		80.0	Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	2.108	1	bb		0.00		1:44		1.29	3	2.538	-0.100	0.271	5.417	27	2.061	2.170			Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	2.732	10831	bb		8.43	-15.7	1:21	10.000	1.48	189	7.888	-0.038	0.281	15.235	89100	2.591	2.944		84.3	Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	2.714	10898	bb		8.48	-15.2	1:21	10.000	1.58	438	4.030	-0.110	0.285	15.536	91676	2.563	2.953		84.8	Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	2.588	1	bb		0.00		1:44		1.09	2	3.378	-0.779	0.075	5.880	18	2.541	2.640			Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	2.717	10970	bb		8.53	-14.7	1:22	10.000	1.33	423	3.498	-0.247	0.230	15.174	93283	2.575	2.907		85.3	Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	2.729	10791	bb		8.40	-16.0	1:22	10.000	1.63	376	4.571	-0.124	0.288	15.321	91602	2.591	2.956		84.0	Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	2.057	1	bd		0.00		1:44		0.42	1	1.345	-0.817	-0.191	5.278	13	1.994	2.084			Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	2.711	14319	bb		11.14	-44.3	1:23	20.000	1.48	205	4.216	0.061	0.308	15.370	121187	2.554	2.944		55.7	Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	2.717	14281	MM		11.11	-44.4	1:23	20.000	1.41	253	4.152	0.028	0.265	15.063	125847	2.566	2.928		55.6	Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	2.775	1	bb		0.00		1:44		0.57	6	1.079	0.479	-0.776	4.158	53	2.735	2.800			Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	2.704	14465	bb		11.25	-43.7	1:24	20.000	1.77	160	8.825	-0.156	0.255	15.116	118104	2.575	2.935		56.3	Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	2.701	14263	bb		11.10	-44.5	1:24	20.000	1.79	272	8.089	-0.094	0.259	15.333	118016	2.569	2.938		55.5	Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	2.790	2	bb		0.00		1:44		2.19	6	1.579	0.488	0.664	4.561	54	2.766	2.849			Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	2.717	13829	bb		10.76	-46.2	1:25	20.000	1.20	724	4.546	-0.228	0.216	15.447	110376	2.554	2.913		53.8	Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	2.732	13371	bb		10.40	-48.0	1:25	20.000	1.27	1329	7.324	-0.162	0.242	15.213	105260	2.581	2.925		52.0	Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	3.777	2	bb		0.00		1:44		0.57	4	2.948	0.238	-0.372	3.448	40	3.698	3.825			Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	2.735	9448	bb		7.35	-26.5	1:26	10.000	1.68	578	6.971	-0.094	0.224	15.737	76209	2.578	2.999		73.5	Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	2.741	8929	bb		6.95	-30.5	1:26	10.000	1.42	1892	9.185	-0.070	0.222	15.755	68895	2.588	2.962		69.5	Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	2.674	2	bb		0.00		1:44		1.71	12	1.220	0.487	0.408	3.460	93	2.652	2.714			Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	2.720	8882	MM		6.91	-30.9	1:16	10.000	0.77	91	3.633	-0.442	-0.398	34.616	38667	2.382	2.981		69.1	Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	2.707	8896	MM		6.92	-30.8	1:16	10.000	0.69	110	3.751	-0.302	-0.495	34.350	42134	2.336	2.962		69.2	Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	2.178	1	dd		0.00		1:44		0.52	2	1.909	-1.084	-0.102	5.949	18	2.127	2.207			Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	2.720	8754	bb		6.81	-31.9	1:27	10.000	1.87	112	4.563	0.187	0.408	15.692	72007	2.591	2.963		68.1	Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	2.760	8881	bb		6.91	-30.9	1:27	10.000	1.51	1155	7.434	-0.035	0.218	15.064	73983	2.606	2.993		69.1	Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	1.064	1	bb		0.00		1:44		0.70	2	3.216	-0.507	0.021	4.827	16	1.010	1.103			Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	2.738	8612	bb		6.70	-33.0	1:28	10.000	1.32	214	5.782	-0.179	0.224	15.745	70958	2.594	2.932		67.0	Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	2.729	8666	bb		6.74	-32.6	1:28	10.000	1.60	218	6.779	-0.139	0.289	15.597	68304	2.588	2.956		67.4	Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	0.662	1	bb		0.00		1:44		0.67	5	1.910	-0.342	-0.058	3.395	40	0.619	0.693			Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	2.720	9174	bb		7.14	-28.6	1:29	10.000	1.24	603	5.153	-0.203	0.176	15.846	75430	2.566	2.910		71.4	Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	2.726	9134	MM		7.11	-28.9	1:29	10.000	1.58	259	4.719	0.173	0.301	15.429	77507	2.566	2.978		71.1	Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	3.070	1	db		0.00		1:44		1.74	2	1.630	-0.418	0.342	4.544	23	3.048	3.110			Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	2.707	9754	bb		7.59	-24.1	1:30	10.000	1.79	62	4.858	-0.052	0.353	15.955	82526	2.572	2.950		75.9	Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	2.710	9754	MM		7.59	-24.1	1:30	10.000	1.75	218	4.764	0.246	0.360	15.896	78987	2.572	2.953		75.9	Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	2.735	5	bb		0.00		1:44		0.88	22	0.604	-0.801	-0.061	3.298	220	2.714	2.757			Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	2.720	9381	MM		7.30	-27.0	1:31	10.000	1.54	1478	9.023	-0.121	0.259	15.449	75531	2.584	2.928		73.0	Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	2.732	9303	bb		7.24	-27.6	1:31	10.000	1.39	350	7.088	-0.060	0.254	15.627	71005	2.578	2.947		72.4	Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	2.151	1	bd		0.00		1:44		0.88	2	1.006	-0.329	0.057	4.815	20	2.104	2.193			Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	2.695	14699	bb		11.44	-42.8	1:32	20.000	1.47	125	5.712	-0.147	0.286	15.124	125922	2.548	2.916		57.2	Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	2.689	14306	bb		11.13	-44.4	1:32	20.000	1.74	106	5.267	0.014	0.356	15.583	121167	2.548	2.938		55.6	Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	2.707	3	bb		0.00		1:44		1.11	14	1.499	0.900	0.564	3.566	113	2.667	2.753			Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	2.707	13701	bb		10.66	-46.7	1:33	20.000	1.36	608	4.828	-0.164	0.222	14.441	119116	2.560	2.910		53.3	Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	2.704	13578	bb		10.56	-47.2	1:33	20.000	1.30	308	9.018	-0.045	0.264	14.900	111384	2.542	2.920		52.8	Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	1.756	1	bd		0.00		1:44		1.33	3	2.136	-0.240	0.334	4.084	27	1.725	1.799			Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	2.686	8793	bb		6.84	-31.6	1:34	10.000	1.80	317	8.340	0.020	0.306	18.505	59136	2.545	2.944		68.4	Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	2.701	8366	bb		6.51	-34.9	1:34	10.000	1.25	384	10.334	0.016	0.273	18.211	59973	2.505	2.950		65.1	Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	2.683	1	bb		0.00		1:44		0.80	3	1.640	0.085	-0.435	4.607	26	2.640	2.720			Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	2.695	9362	MM		7.28	-27.2	1:15	10.000	0.64	73	3.768	-0.299	-0.554	36.112	41792	2.271	2.966		72.8	Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	2.726	9086	MM		7.07	-29.3	1:15	10.000	0.43	54	6.568	-0.447	-0.504	37.232	37884	2.256	2.926		70.7	Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	1.443	1	bb		0.00		1:44		1.80	2	2.788	-0.193	0.317	4.799	15	1.400	1.521			Analyte

Compound 5:  HFPODA-GenX

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	3.854	1	bd	2			1:15		1.09	2	4.125	-0.319	0.153	5.159	18	3.770	3.950	7.288		Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	3.908	1	bd	1			1:15		1.04	2	3.507	-0.643	0.057	3.515	10	3.854	3.968	0.718		Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	4.483	1	bb	1			1:44		2.24	1	3.652	-0.765	0.424	5.561	9	4.430	4.610	0.019		Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	4.579	2	db	1			1:17		1.34	2	7.979	-0.769	-0.046	4.912	14	4.497	4.693	4.068		Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	4.489	1	bd	2			1:17		1.23	2	4.139	-0.804	0.189	5.482	12	4.411	4.592	4.112		Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	4.024	1	dd	1			1:44		1.56	2	3.698	-0.614	0.143	4.898	12	3.974	4.109	0.338		Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	4.667	4	bb	1			1:18		0.82	10	3.998	-0.494	0.059	3.015	71	4.594	4.732	1.083		Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	4.497	27	bb	2			1:18		1.56	3	3.810	1.356	0.372	4.326	403	4.412	4.636	52.539		Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	4.754	1	bd	1			1:44		1.11	2	2.862	-0.774	0.163	4.478	14	4.681	4.836	1.329		Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	4.312	1	db	1			1:19		0.95	3	3.779	-0.558	-0.100	3.754	17	4.247	4.378	0.957		Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	3.910	1	bd	1			1:19		0.44	2	3.196	-0.362	-0.342	5.344	16	3.802	3.958	0.964		Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	3.836	2	db	1			1:44		0.73	3	3.162	0.106	-0.646	5.243	25	3.740	3.908	1.018		Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	4.024	15	bb	0			1:20		0.88	32	3.190	-0.478	0.043	2.963	299	3.950	4.090	53.079		Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	4.616	1	dd	1			1:20		1.33	2	3.962	-0.504	0.108	3.654	16	4.559	4.698	0.026		Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	4.044	1	bb	1			1:44		0.77	2	3.298	-0.402	-0.137	3.395	22	3.980	4.096	1.252		Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	4.771	1	bd	1			1:21		0.22	1	2.041	-0.454	-0.550	5.681	13	4.592	4.812	5.688		Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	4.325	5	db				1:21		0.84	8	3.461	-0.160	-0.249	3.232	102	4.260	4.384	10.251		Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	3.806	1	db	1			1:44		0.88	5	3.256	-0.245	-0.335	4.329	23	3.728	3.878	2.599		Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	4.724	2	db	1			1:22		1.29	1	2.248	-0.803	0.110	5.902	12	4.626	4.854	0.336		Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	4.397	2	bb	1			1:22		1.02	5	1.821	-0.591	-0.069	3.387	48	4.352	4.450	4.784		Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	4.571	1	db	1			1:44		1.17	1	1.727	-0.769	-0.117	3.084	8	4.522	4.636	0.082		Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	4.384	14	bb	2			1:23		1.51	5	3.390	-0.398	0.084	3.198	251	4.332	4.470	7.805		Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	4.450	3	bb	1			1:23		1.47	3	2.062	-0.636	0.059	4.181	45	4.397	4.535	7.626		Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	3.916	1	bb	1			1:44		0.93	2	2.768	-0.615	-0.007	3.762	15	3.868	3.964	1.692		Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	4.709	22	bb	1			1:24		1.93	30	4.112	-0.192	0.175	3.199	334	4.644	4.840	16.087		Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	4.484	18	db				1:24		1.58	42	4.011	0.800	0.093	3.463	322	4.419	4.595	18.776		Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	4.463	1	dd	1			1:44		1.15	1	1.761	-1.018	0.174	3.733	8	4.424	4.510	2.584		Analyte
